Data supplied by UK-AIR on 1/4/2011
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Non-volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Non-volatile PM<sub>2.5</sub> (Hourly measured)",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Volatile PM2.5 (Hourly measured)",status,unit
11-10-2010,03:00,,,,0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,50,R,ugm-3,26,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,04:00,,,,0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,50,R,ugm-3,30,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,05:00,,,,0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,50,R,ugm-3,31,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,06:00,,,,1,R,ugm-3,8,R,ugm-3,10,R,ugm-3,,,,,,,42,R,ugm-3,28,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,07:00,,,,1,R,ugm-3,11,R,ugm-3,13,R,ugm-3,,,,,,,38,R,ugm-3,32,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,08:00,,,,1,R,ugm-3,15,R,ugm-3,17,R,ugm-3,,,,,,,38,R,ugm-3,34,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,09:00,,,,1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,40,R,ugm-3,29,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,10:00,,,,1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,44,R,ugm-3,24,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,11:00,,,,1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,50,R,ugm-3,20,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,12:00,,,,1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,56,R,ugm-3,18,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,13:00,,,,1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,60,R,ugm-3,15,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,14:00,,,,1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,64,R,ugm-3,14,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,15:00,,,,1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,66,R,ugm-3,16,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,16:00,,,,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,,,,,,,66,R,ugm-3,12,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,17:00,,,,0,R,ugm-3,21,R,ugm-3,21,R,ugm-3,,,,,,,68,R,ugm-3,15,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,18:00,,,,0,R,ugm-3,19,R,ugm-3,19,R,ugm-3,,,,,,,64,R,ugm-3,12,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,19:00,,,,0,R,ugm-3,19,R,ugm-3,19,R,ugm-3,,,,,,,66,R,ugm-3,11,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,20:00,,,,0,R,ugm-3,17,R,ugm-3,17,R,ugm-3,,,,,,,62,R,ugm-3,17,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,21:00,,,,0,R,ugm-3,17,R,ugm-3,17,R,ugm-3,,,,,,,56,R,ugm-3,22,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,22:00,,,,0,R,ugm-3,11,R,ugm-3,11,R,ugm-3,,,,,,,56,R,ugm-3,21,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,23:00,,,,0,R,ugm-3,8,R,ugm-3,8,R,ugm-3,,,,,,,62,R,ugm-3,20,R,ugm-3 (TEOM FDMS),,,,,,
11-10-2010,24:00,,,,0,R,ugm-3,6,R,ugm-3,6,R,ugm-3,,,,,,,64,R,ugm-3,24,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,01:00,,,,0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,66,R,ugm-3,21,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,02:00,,,,0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,64,R,ugm-3,24,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,03:00,,,,0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,62,R,ugm-3,18,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,04:00,,,,0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,60,R,ugm-3,20,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,05:00,,,,0,R,ugm-3,6,R,ugm-3,6,R,ugm-3,,,,,,,56,R,ugm-3,24,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,06:00,,,,0,R,ugm-3,8,R,ugm-3,8,R,ugm-3,,,,,,,48,R,ugm-3,19,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,07:00,,,,0,R,ugm-3,15,R,ugm-3,15,R,ugm-3,,,,,,,42,R,ugm-3,18,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,08:00,,,,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,,,,,,,36,R,ugm-3,18,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,09:00,,,,1,R,ugm-3,27,R,ugm-3,29,R,ugm-3,,,,,,,44,R,ugm-3,19,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,10:00,,,,1,R,ugm-3,23,R,ugm-3,25,R,ugm-3,,,,,,,50,R,ugm-3,20,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,11:00,,,,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,,,,,,,50,R,ugm-3,18,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,12:00,,,,1,R,ugm-3,25,R,ugm-3,27,R,ugm-3,,,,,,,48,R,ugm-3,18,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,13:00,,,,1,R,ugm-3,23,R,ugm-3,25,R,ugm-3,,,,,,,54,R,ugm-3,13,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,14:00,,,,1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,54,R,ugm-3,14,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,15:00,,,,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,,,,,,,54,R,ugm-3,15,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,16:00,,,,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,,,,,,,50,R,ugm-3,17,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,17:00,,,,1,R,ugm-3,23,R,ugm-3,25,R,ugm-3,,,,,,,42,R,ugm-3,16,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,18:00,,,,3,R,ugm-3,32,R,ugm-3,36,R,ugm-3,,,,,,,20,R,ugm-3,20,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,19:00,,,,4,R,ugm-3,40,R,ugm-3,46,R,ugm-3,,,,,,,18,R,ugm-3,29,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,20:00,,,,3,R,ugm-3,34,R,ugm-3,38,R,ugm-3,,,,,,,16,R,ugm-3,27,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,21:00,,,,3,R,ugm-3,32,R,ugm-3,36,R,ugm-3,,,,,,,16,R,ugm-3,25,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,22:00,,,,3,R,ugm-3,29,R,ugm-3,32,R,ugm-3,,,,,,,18,R,ugm-3,21,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,23:00,,,,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,,,,,,,26,R,ugm-3,20,R,ugm-3 (TEOM FDMS),,,,,,
12-10-2010,24:00,,,,0,R,ugm-3,13,R,ugm-3,13,R,ugm-3,,,,,,,44,R,ugm-3,16,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,01:00,,,,0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,62,R,ugm-3,11,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,02:00,,,,0,R,ugm-3,2,R,ugm-3,2,R,ugm-3,,,,,,,64,R,ugm-3,8,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,03:00,,,,0,R,ugm-3,2,R,ugm-3,2,R,ugm-3,,,,,,,62,R,ugm-3,10,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,04:00,,,,0,R,ugm-3,2,R,ugm-3,2,R,ugm-3,,,,,,,60,R,ugm-3,7,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,05:00,,,,0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,50,R,ugm-3,8,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,06:00,,,,0,R,ugm-3,13,R,ugm-3,13,R,ugm-3,,,,,,,42,R,ugm-3,10,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,07:00,,,,0,R,ugm-3,17,R,ugm-3,17,R,ugm-3,,,,,,,48,R,ugm-3,10,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,08:00,,,,1,R,ugm-3,23,R,ugm-3,25,R,ugm-3,,,,,,,40,R,ugm-3,8,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,09:00,,,,,,,,,,,,,,,,,,,40,R,ugm-3,9,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,10:00,,,,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,,,,,,,44,R,ugm-3,8,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,11:00,,,,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,,,,,,,44,R,ugm-3,12,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,12:00,,,,1,R,ugm-3,23,R,ugm-3,25,R,ugm-3,,,,,,,46,R,ugm-3,14,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,13:00,,,,1,R,ugm-3,25,R,ugm-3,27,R,ugm-3,,,,,,,42,R,ugm-3,10,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,14:00,,,,1,R,ugm-3,27,R,ugm-3,29,R,ugm-3,,,,,,,42,R,ugm-3,11,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,15:00,,,,1,R,ugm-3,31,R,ugm-3,32,R,ugm-3,,,,,,,44,R,ugm-3,12,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,16:00,,,,3,R,ugm-3,32,R,ugm-3,36,R,ugm-3,,,,,,,40,R,ugm-3,12,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,17:00,,,,3,R,ugm-3,34,R,ugm-3,38,R,ugm-3,,,,,,,30,R,ugm-3,10,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,18:00,,,,1,R,ugm-3,31,R,ugm-3,32,R,ugm-3,,,,,,,34,R,ugm-3,8,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,19:00,,,,1,R,ugm-3,27,R,ugm-3,29,R,ugm-3,,,,,,,38,R,ugm-3,11,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,20:00,,,,0,R,ugm-3,27,R,ugm-3,27,R,ugm-3,,,,,,,32,R,ugm-3,15,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,21:00,,,,0,R,ugm-3,23,R,ugm-3,23,R,ugm-3,,,,,,,38,R,ugm-3,15,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,22:00,,,,0,R,ugm-3,19,R,ugm-3,19,R,ugm-3,,,,,,,38,R,ugm-3,13,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,23:00,,,,0,R,ugm-3,17,R,ugm-3,17,R,ugm-3,,,,,,,38,R,ugm-3,17,R,ugm-3 (TEOM FDMS),,,,,,
13-10-2010,24:00,,,,0,R,ugm-3,11,R,ugm-3,11,R,ugm-3,,,,,,,48,R,ugm-3,11,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,01:00,,,,0,R,ugm-3,6,R,ugm-3,6,R,ugm-3,,,,,,,54,R,ugm-3,17,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,02:00,,,,0,R,ugm-3,8,R,ugm-3,8,R,ugm-3,,,,,,,54,R,ugm-3,7,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,03:00,,,,0,R,ugm-3,6,R,ugm-3,6,R,ugm-3,,,,,,,56,R,ugm-3,6,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,04:00,,,,0,R,ugm-3,8,R,ugm-3,8,R,ugm-3,,,,,,,52,R,ugm-3,8,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,05:00,,,,0,R,ugm-3,15,R,ugm-3,15,R,ugm-3,,,,,,,50,R,ugm-3,4,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,06:00,,,,0,R,ugm-3,13,R,ugm-3,13,R,ugm-3,,,,,,,54,R,ugm-3,3,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,07:00,,,,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,,,,,,,40,R,ugm-3,6,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,08:00,,,,1,R,ugm-3,27,R,ugm-3,29,R,ugm-3,,,,,,,46,R,ugm-3,5,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,09:00,,,,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,,,,,,,56,R,ugm-3,4,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,10:00,,,,0,R,ugm-3,15,R,ugm-3,15,R,ugm-3,,,,,,,56,R,ugm-3,5,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,11:00,,,,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,,,,,,,56,R,ugm-3,9,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,12:00,,,,0,R,ugm-3,17,R,ugm-3,17,R,ugm-3,,,,,,,60,R,ugm-3,8,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,13:00,,,,0,R,ugm-3,13,R,ugm-3,13,R,ugm-3,,,,,,,64,R,ugm-3,8,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,14:00,,,,0,R,ugm-3,13,R,ugm-3,13,R,ugm-3,,,,,,,62,R,ugm-3,9,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,15:00,,,,1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,52,R,ugm-3,9,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,16:00,,,,1,R,ugm-3,25,R,ugm-3,27,R,ugm-3,,,,,,,44,R,ugm-3,9,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,17:00,,,,1,R,ugm-3,27,R,ugm-3,29,R,ugm-3,,,,,,,34,R,ugm-3,12,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,18:00,,,,1,R,ugm-3,32,R,ugm-3,34,R,ugm-3,,,,,,,28,R,ugm-3,9,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,19:00,,,,1,R,ugm-3,31,R,ugm-3,32,R,ugm-3,,,,,,,32,R,ugm-3,10,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,20:00,,,,1,R,ugm-3,23,R,ugm-3,25,R,ugm-3,,,,,,,28,R,ugm-3,16,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,21:00,,,,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,,,,,,,26,R,ugm-3,24,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,22:00,,,,1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,22,R,ugm-3,24,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,23:00,,,,0,R,ugm-3,17,R,ugm-3,17,R,ugm-3,,,,,,,22,R,ugm-3,26,R,ugm-3 (TEOM FDMS),,,,,,
14-10-2010,24:00,,,,0,R,ugm-3,17,R,ugm-3,17,R,ugm-3,,,,,,,16,R,ugm-3,24,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,01:00,,,,1,R,ugm-3,15,R,ugm-3,17,R,ugm-3,,,,,,,14,R,ugm-3,31,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,02:00,,,,1,R,ugm-3,15,R,ugm-3,17,R,ugm-3,,,,,,,10,R,ugm-3,31,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,03:00,,,,1,R,ugm-3,15,R,ugm-3,17,R,ugm-3,,,,,,,12,R,ugm-3,27,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,04:00,,,,1,R,ugm-3,13,R,ugm-3,15,R,ugm-3,,,,,,,16,R,ugm-3,20,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,05:00,,,,4,R,ugm-3,17,R,ugm-3,23,R,ugm-3,,,,,,,8,R,ugm-3,28,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,06:00,,,,13,R,ugm-3,21,R,ugm-3,40,R,ugm-3,,,,,,,4,R,ugm-3,28,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,07:00,,,,28,R,ugm-3,25,R,ugm-3,67,R,ugm-3,,,,,,,2,R,ugm-3,32,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,08:00,,,,39,R,ugm-3,27,R,ugm-3,86,R,ugm-3,,,,,,,4,R,ugm-3,31,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,09:00,,,,38,R,ugm-3,27,R,ugm-3,84,R,ugm-3,,,,,,,12,R,ugm-3,29,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,10:00,,,,14,R,ugm-3,27,R,ugm-3,48,R,ugm-3,,,,,,,26,R,ugm-3,16,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,11:00,,,,6,R,ugm-3,29,R,ugm-3,38,R,ugm-3,,,,,,,28,R,ugm-3,14,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,12:00,,,,4,R,ugm-3,27,R,ugm-3,32,R,ugm-3,,,,,,,34,R,ugm-3,10,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,13:00,,,,3,R,ugm-3,27,R,ugm-3,31,R,ugm-3,,,,,,,40,R,ugm-3,9,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,14:00,,,,1,R,ugm-3,25,R,ugm-3,27,R,ugm-3,,,,,,,40,R,ugm-3,8,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,15:00,,,,4,R,ugm-3,31,R,ugm-3,36,R,ugm-3,,,,,,,30,R,ugm-3,8,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,16:00,,,,4,R,ugm-3,34,R,ugm-3,40,R,ugm-3,,,,,,,34,R,ugm-3,7,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,17:00,,,,1,R,ugm-3,25,R,ugm-3,27,R,ugm-3,,,,,,,40,R,ugm-3,11,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,18:00,,,,1,R,ugm-3,23,R,ugm-3,25,R,ugm-3,,,,,,,36,R,ugm-3,14,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,19:00,,,,1,R,ugm-3,27,R,ugm-3,29,R,ugm-3,,,,,,,26,R,ugm-3,12,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,20:00,,,,1,R,ugm-3,27,R,ugm-3,29,R,ugm-3,,,,,,,28,R,ugm-3,13,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,21:00,,,,0,R,ugm-3,17,R,ugm-3,17,R,ugm-3,,,,,,,36,R,ugm-3,8,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,22:00,,,,1,R,ugm-3,17,R,ugm-3,19,R,ugm-3,,,,,,,30,R,ugm-3,8,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,23:00,,,,0,R,ugm-3,11,R,ugm-3,11,R,ugm-3,,,,,,,48,R,ugm-3,10,R,ugm-3 (TEOM FDMS),,,,,,
15-10-2010,24:00,,,,0,R,ugm-3,6,R,ugm-3,6,R,ugm-3,,,,,,,50,R,ugm-3,2,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,01:00,,,,0,R,ugm-3,6,R,ugm-3,6,R,ugm-3,,,,,,,48,R,ugm-3,4,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,02:00,,,,0,R,ugm-3,6,R,ugm-3,6,R,ugm-3,,,,,,,38,R,ugm-3,3,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,03:00,,,,0,R,ugm-3,10,R,ugm-3,10,R,ugm-3,,,,,,,30,R,ugm-3,7,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,04:00,,,,0,R,ugm-3,8,R,ugm-3,8,R,ugm-3,,,,,,,28,R,ugm-3,9,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,05:00,,,,0,R,ugm-3,10,R,ugm-3,10,R,ugm-3,,,,,,,22,R,ugm-3,6,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,06:00,,,,0,R,ugm-3,11,R,ugm-3,11,R,ugm-3,,,,,,,18,R,ugm-3,11,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,07:00,,,,3,R,ugm-3,15,R,ugm-3,19,R,ugm-3,,,,,,,16,R,ugm-3,10,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,08:00,,,,4,R,ugm-3,19,R,ugm-3,25,R,ugm-3,,,,,,,20,R,ugm-3,10,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,09:00,,,,3,R,ugm-3,19,R,ugm-3,23,R,ugm-3,,,,,,,32,R,ugm-3,7,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,10:00,,,,1,R,ugm-3,17,R,ugm-3,19,R,ugm-3,,,,,,,36,R,ugm-3,7,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,11:00,,,,1,R,ugm-3,13,R,ugm-3,15,R,ugm-3,,,,,,,44,R,ugm-3,7,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,12:00,,,,0,R,ugm-3,10,R,ugm-3,10,R,ugm-3,,,,,,,52,R,ugm-3,7,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,13:00,,,,0,R,ugm-3,10,R,ugm-3,10,R,ugm-3,,,,,,,54,R,ugm-3,6,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,14:00,,,,0,R,ugm-3,8,R,ugm-3,8,R,ugm-3,,,,,,,54,R,ugm-3,4,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,15:00,,,,0,R,ugm-3,10,R,ugm-3,10,R,ugm-3,,,,,,,56,R,ugm-3,6,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,16:00,,,,0,R,ugm-3,10,R,ugm-3,10,R,ugm-3,,,,,,,52,R,ugm-3,2,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,17:00,,,,0,R,ugm-3,15,R,ugm-3,15,R,ugm-3,,,,,,,44,R,ugm-3,4,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,18:00,,,,1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,36,R,ugm-3,7,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,19:00,,,,1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,,,,,,,42,R,ugm-3,4,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,20:00,,,,0,R,ugm-3,13,R,ugm-3,13,R,ugm-3,,,,,,,48,R,ugm-3,7,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,21:00,,,,0,R,ugm-3,13,R,ugm-3,13,R,ugm-3,,,,,,,42,R,ugm-3,7,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,22:00,,,,0,R,ugm-3,17,R,ugm-3,17,R,ugm-3,,,,,,,38,R,ugm-3,12,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,23:00,,,,0,R,ugm-3,15,R,ugm-3,15,R,ugm-3,,,,,,,38,R,ugm-3,10,R,ugm-3 (TEOM FDMS),,,,,,
16-10-2010,24:00,,,,0,R,ugm-3,11,R,ugm-3,11,R,ugm-3,,,,,,,38,R,ugm-3,7,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,01:00,,,,0,R,ugm-3,11,R,ugm-3,11,R,ugm-3,,,,,,,38,R,ugm-3,6,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,02:00,,,,0,R,ugm-3,10,R,ugm-3,10,R,ugm-3,,,,,,,42,R,ugm-3,8,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,03:00,,,,0,R,ugm-3,8,R,ugm-3,8,R,ugm-3,,,,,,,48,R,ugm-3,6,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,04:00,,,,0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,52,R,ugm-3,6,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,05:00,,,,0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,54,R,ugm-3,4,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,06:00,,,,0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,52,R,ugm-3,2,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,07:00,,,,0,R,ugm-3,6,R,ugm-3,6,R,ugm-3,,,,,,,50,R,ugm-3,4,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,08:00,,,,0,R,ugm-3,10,R,ugm-3,10,R,ugm-3,,,,,,,50,R,ugm-3,2,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,09:00,,,,0,R,ugm-3,10,R,ugm-3,10,R,ugm-3,,,,,,,52,R,ugm-3,2,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,10:00,,,,0,R,ugm-3,11,R,ugm-3,11,R,ugm-3,,,,,,,54,R,ugm-3,6,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,11:00,,,,0,R,ugm-3,8,R,ugm-3,8,R,ugm-3,,,,,,,64,R,ugm-3,5,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,12:00,,,,0,R,ugm-3,8,R,ugm-3,8,R,ugm-3,,,,,,,68,R,ugm-3,4,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,13:00,,,,0,R,ugm-3,6,R,ugm-3,6,R,ugm-3,,,,,,,72,R,ugm-3,5,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,14:00,,,,0,R,ugm-3,2,R,ugm-3,2,R,ugm-3,,,,,,,76,R,ugm-3,4,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,15:00,,,,0,R,ugm-3,6,R,ugm-3,6,R,ugm-3,,,,,,,72,R,ugm-3,5,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,16:00,,,,0,R,ugm-3,8,R,ugm-3,8,R,ugm-3,,,,,,,72,R,ugm-3,5,R,ugm-3 (TEOM FDMS),,,,,,
17-10-2010,17:00,,,,0,R,ugm-3,13,R,ugm-3,13,R,ugm-3,,,,,,,52,R,ugm-3,8,R,ugm-3 (TEOM FDMS),,,,,,
