,sample.sampleDateTime,sample.samplingPoint.easting,sample.samplingPoint.northing,sample.sampledMaterialType.label,Ammoniacal Nitrogen as N,"Ammoniacal Nitrogen, Filtered as N",BOD : 5 Day ATU,Chlorophyll : Acetone Extract,NGR : Easting,NGR : Northing,Nitrate as N,"Nitrate, Filtered as N",Nitrite as N,"Nitrite, Filtered as N","Nitrogen, Dissolved Inorganic : as N","Nitrogen, Total Oxidised as N","Nitrogen, Total Oxidised, Filtered as N","Orthophosphate, Filtered as P","Orthophosphate, reactive as P","Oxygen, Dissolved as O2","Oxygen, Dissolved, % Saturation",Salinity : In Situ,Sample Depth below surface,"Silicate, Filtered as SiO2",Temperature of Water,Time of high tide,Time of sampling relative to previous high water,Turbidity : In Situ,Volume of Sample Filtered,Water Depth,pH
557,2003-12-08T13:10:00,470680,105280,FINAL SEWAGE EFFLUENT,30.0,,14.0,,,,0.9,,0.1,,,1.0,,,3.6,,,,,,13.79,,,,,,7.19
558,2003-12-12T11:04:00,470680,105280,FINAL SEWAGE EFFLUENT,23.1,,14.5,,,,0.9,,0.1,,,1.0,,,2.27,,,,,,14.39,,,,,,7.32
559,2003-12-12T11:23:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.105,,5.9,,,,3.02,,0.062,,,3.08,,,0.197,9.88,87.0,,,,9.66,,,,,,7.72
560,2003-12-12T12:51:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.095,,5.2,,,,5.42,,0.0645,,,5.48,,,0.152,9.08,79.1,,,,9.24,,,,,,7.83
561,2003-12-13T08:30:00,470680,105280,FINAL SEWAGE EFFLUENT,,,24.61,,,,,,,,,,,,,,,,,,,,,,,,
562,2003-12-17T09:25:00,470680,105280,FINAL SEWAGE EFFLUENT,30.1,,24.4,,,,0.9,,0.1,,,1.0,,,3.77,,,,,,14.35,,,,,,7.23
563,2003-12-17T14:56:00,464200,96000,SEA WATER,0.001,,,,,,0.147,,0.013,,,0.16,,,0.001,8.69,94.4,34.5,,,9.41,,,,,,7.91
564,2003-12-18T14:46:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85
565,2004-01-06T09:40:00,464200,96000,SEA WATER,0.065,,,,,,0.388,,0.012,,,0.4,,,0.023,,102.1,33.82,,,7.91,,,,,,7.84
566,2004-01-06T09:48:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,7.88
567,2004-01-06T12:49:00,470680,105280,FINAL SEWAGE EFFLUENT,23.2,,11.7,,,,0.9,,0.1,,,1.0,,,2.36,,,,,,13.42,,,,,,7.31
568,2004-01-08T09:15:00,470680,105280,FINAL SEWAGE EFFLUENT,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,
569,2004-01-09T11:29:00,470680,105280,FINAL SEWAGE EFFLUENT,12.7,,9.6,,,,0.67,,0.33,,,1.0,,,0.97,,,,,,12.17,,,,,,7.5
570,2004-01-09T11:55:00,471073,106778,RIVER / RUNNING SURFACE WATER,1.06,,6.9,,,,3.31,,0.0508,,,3.36,,,0.28300000000000003,10.6,89.4,,,,7.8,,,,,,7.42
571,2004-01-09T13:45:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.3,,,,5.0,,0.013,,,5.01,,,0.08,10.6,91.8,,,,8.79,,,,,,7.51
572,2004-01-16T09:11:00,470680,105280,FINAL SEWAGE EFFLUENT,12.9,,7.4,,,,1.93,,0.37,,,2.3,,,1.63,,,,,,10.95,,,,,,7.16
573,2004-01-21T09:02:00,474130,85280,SEA WATER,0.001,,,,,,0.108,,0.002,,,0.11,,,0.012,,101.8,34.18,,,8.11,,,,,,8.0
574,2004-01-21T09:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,13.1,,,,,,,,,,,,,,,,,,,,,,,,
575,2004-01-21T11:47:00,470680,105280,FINAL SEWAGE EFFLUENT,26.1,,10.3,,,,0.9,,0.1,,,1.0,,,3.1,,,,,,13.29,,,,,,7.17
576,2004-01-22T09:45:00,483000,85500,SEA WATER,0.001,,,,,,0.098,,0.002,,,0.1,,,0.012,,99.7,34.14,,,8.07,,,,,,7.94
577,2004-02-03T10:15:00,470680,105280,FINAL SEWAGE EFFLUENT,,,11.4,,,,,,,,,,,,,,,,,,,,,,,,
578,2004-02-04T12:38:00,470680,105280,FINAL SEWAGE EFFLUENT,17.5,,7.7,,,,0.85,,0.15,,,1.0,,,1.8,,,,,,13.04,,,,,,7.32
579,2004-02-10T09:54:00,470680,105280,FINAL SEWAGE EFFLUENT,27.9,,17.1,,,,0.9,,0.1,,,1.0,,,3.37,,,,,,13.56,,,,,,7.37
580,2004-02-10T10:04:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.059,,2.0,,,,2.78,,0.0259,,,2.81,,,0.102,12.6,101.8,,,,6.07,,,,,,8.03
581,2004-02-10T11:15:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.3,,,,6.42,,0.008,,,6.43,,,0.05,10.6,92.4,,,,9.26,,,,,,8.02
582,2004-02-12T09:42:00,470680,105280,FINAL SEWAGE EFFLUENT,30.3,,18.1,,,,0.9,,0.1,,,1.0,,,3.52,,,,,,14.19,,,,,,7.18
583,2004-02-12T11:07:00,483000,85500,SEA WATER,0.002,,,,,,0.268,,0.002,,,0.27,,,0.009000000000000001,,98.12,34.21,,,7.73,,,,,,8.0
584,2004-02-12T11:50:00,474130,85280,SEA WATER,0.001,,,,,,0.29600000000000004,,0.004,,,0.3,,,0.013,,98.63,34.26,,,7.65,,,,,,8.01
585,2004-02-16T07:05:00,468670,99700,ESTUARINE WATER,0.001,,,,,,0.305,,0.005,,,0.31,,,0.052000000000000005,,96.5,33.98,,,7.89,,,,,,7.61
586,2004-02-16T07:12:00,469000,101200,ESTUARINE WATER,0.001,,,,,,0.266,,0.004,,,0.27,,,0.001,,96.8,33.87,,,7.76,,,,,,7.65
587,2004-02-16T07:19:00,468380,101980,ESTUARINE WATER,0.001,,,,,,0.265,,0.005,,,0.27,,,0.001,,96.9,33.94,,,7.86,,,,,,7.66
588,2004-02-16T07:38:00,467500,104000,ESTUARINE WATER,0.001,,,,,,0.266,,0.004,,,0.27,,,0.006,,97.1,33.67,,,7.84,,,,,,7.68
589,2004-02-16T08:00:00,470300,102000,ESTUARINE WATER,0.001,,,,,,0.295,,0.005,,,0.3,,,0.011,,97.0,33.65,,,7.8,,,,,,7.68
590,2004-02-16T08:14:00,471800,104300,ESTUARINE WATER,0.02,,,,,,0.385,,0.005,,,0.39,,,0.01,,92.6,32.86,,,7.61,,,,,,7.66
591,2004-02-16T08:24:00,470300,104550,ESTUARINE WATER,0.009000000000000001,,,,,,0.565,,0.005,,,0.57,,,0.009000000000000001,,96.1,33.03,,,7.77,,,,,,7.68
592,2004-02-16T08:31:00,470600,103800,ESTUARINE WATER,0.008,,,,,,0.366,,0.004,,,0.37,,,0.009000000000000001,,96.3,32.89,,,7.66,,,,,,7.68
593,2004-02-17T16:43:00,464200,96000,SEA WATER,0.005,,,,,,0.227,,0.003,,,0.23,,,0.001,9.56,100.0,34.63,,,7.9,,,,,,7.95
594,2004-02-19T11:25:00,466500,93300,SEA WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04
595,2004-02-20T12:00:00,470680,105280,FINAL SEWAGE EFFLUENT,,,17.48,,,,,,,,,,,,,,,,,,,,,,,,
596,2004-03-01T12:46:00,470680,105280,FINAL SEWAGE EFFLUENT,33.1,,12.6,,,,0.9,,0.1,,,1.0,,,4.69,,,,,,13.11,,,,,,7.51
597,2004-03-02T08:39:00,468670,99700,ESTUARINE WATER,0.07400000000000001,,,,,,0.145,,0.003,,,0.14800000000000002,,,0.003,,91.9,34.97,,,5.48,,,,,,7.68
598,2004-03-02T08:51:00,469000,101200,ESTUARINE WATER,0.005,,,,,,0.135,,0.004,,,0.139,,,0.003,,101.9,34.28,,,5.2,,,,,,7.7
599,2004-03-02T08:57:00,468380,101980,ESTUARINE WATER,0.005,,,,,,0.109,,0.003,,,0.112,,,0.003,,101.9,34.34,,,5.45,,,,,,7.71
600,2004-03-02T09:27:00,467500,104000,ESTUARINE WATER,0.005,,,,,,0.106,,0.003,,,0.109,,,0.003,,100.0,34.24,,,5.14,,,,,,7.74
601,2004-03-02T09:48:00,470300,102000,ESTUARINE WATER,0.005,,,,,,0.159,,0.003,,,0.162,,,0.003,,102.9,33.08,,,4.57,,,,,,7.8
602,2004-03-02T09:59:00,471800,104300,ESTUARINE WATER,0.005,,,,,,0.202,,0.003,,,0.205,,,0.003,,102.5,32.97,,,4.77,,,,,,7.8
603,2004-03-02T10:09:00,470300,104550,ESTUARINE WATER,0.016,,,,,,0.173,,0.003,,,0.17600000000000002,,,0.003,,101.1,33.6,,,4.65,,,,,,7.8
604,2004-03-02T10:19:00,470600,103800,ESTUARINE WATER,0.06,,,,,,0.253,,0.004,,,0.257,,,0.003,,101.5,33.14,,,4.67,,,,,,7.81
605,2004-03-03T10:45:00,470680,105280,FINAL SEWAGE EFFLUENT,,,16.35,,,,,,,,,,,,,,,,,,,,,,,,
606,2004-03-08T10:17:00,470680,105280,FINAL SEWAGE EFFLUENT,29.9,,13.4,,,,0.9,,0.1,,,1.0,,,3.82,,,,,,12.36,,,,,,7.65
607,2004-03-08T10:33:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,2.6,,,,2.73,,0.0545,,,2.78,,,0.192,20.8,170.6,,,,6.76,,,,,,8.76
608,2004-03-08T12:53:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.1,,,,6.66,,0.008,,,6.67,,,0.03,11.4,102.1,,,,10.24,,,,,,7.72
609,2004-03-12T09:11:00,470680,105280,FINAL SEWAGE EFFLUENT,29.3,,22.0,,,,0.9,,0.1,,,1.0,,,4.1,,,,,,12.55,,,,,,6.95
610,2004-03-15T11:47:00,470680,105280,FINAL SEWAGE EFFLUENT,22.6,,8.9,,,,0.9,,0.1,,,1.0,,,2.56,,,,,,13.13,,,,,,7.4
611,2004-03-16T08:25:00,468670,99700,ESTUARINE WATER,0.037000000000000005,,,,,,0.314,,0.003,,,0.317,,,0.006999999999999999,,100.7,33.82,,,7.19,,,,,,7.93
612,2004-03-16T08:33:00,469000,101200,ESTUARINE WATER,0.005,,,,,,0.197,,0.003,,,0.2,,,0.004,,100.9,33.84,,,7.5,,,,,,7.95
613,2004-03-16T08:42:00,468380,101980,ESTUARINE WATER,0.016,,,,,,0.236,,0.003,,,0.239,,,0.006999999999999999,,100.2,33.84,,,7.18,,,,,,7.96
614,2004-03-16T09:04:00,467500,104000,ESTUARINE WATER,0.018000000000000002,,,,,,0.221,,0.003,,,0.224,,,0.013,,99.0,33.69,,,7.84,,,,,,7.99
615,2004-03-16T09:31:00,470300,102000,ESTUARINE WATER,0.01,,,,,,0.152,,0.003,,,0.155,,,0.003,,102.5,33.2,,,8.53,,,,,,8.02
616,2004-03-16T09:44:00,471800,104300,ESTUARINE WATER,0.006,,,,,,0.237,,0.003,,,0.24,,,0.003,,99.6,31.64,,,8.73,,,,,,8.0
617,2004-03-16T09:56:00,470300,104550,ESTUARINE WATER,0.005,,,,,,0.26,,0.003,,,0.263,,,0.003,,104.4,30.87,,,9.55,,,,,,8.04
618,2004-03-16T10:05:00,470600,103800,ESTUARINE WATER,0.005,,,,,,0.294,,0.003,,,0.297,,,0.003,,99.4,31.98,,,8.71,,,,,,8.01
619,2004-03-17T09:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,12.55,,,,,,,,,,,,,,,,,,,,,,,,
620,2004-03-25T11:28:00,470680,105280,FINAL SEWAGE EFFLUENT,32.0,,9.9,,,,0.9,,0.1,,,1.0,,,4.07,,,,,,13.84,,,,,,7.37
621,2004-04-01T07:55:00,468670,99700,ESTUARINE WATER,0.006999999999999999,,,,,,0.219,,0.003,,,0.222,,,0.012,,116.9,34.03,,,6.69,,,,,,8.03
622,2004-04-01T08:03:00,469000,101200,ESTUARINE WATER,0.009000000000000001,,,,,,0.532,,0.003,,,0.535,,,0.015,,115.1,33.99,,,6.84,,,,,,8.05
623,2004-04-01T08:09:00,468380,101980,ESTUARINE WATER,0.012,,,,,,0.219,,0.003,,,0.222,,,0.015,,113.8,33.97,,,6.81,,,,,,8.04
624,2004-04-01T08:27:00,467500,104000,ESTUARINE WATER,0.005,,,,,,0.161,,0.003,,,0.16399999999999998,,,0.01,,114.8,33.31,,,7.78,,,,,,8.16
625,2004-04-01T08:49:00,470300,102000,ESTUARINE WATER,0.005,,,,,,0.138,,0.003,,,0.141,,,0.01,,115.6,33.45,,,7.5,,,,,,8.14
626,2004-04-01T08:57:00,471800,104300,ESTUARINE WATER,0.014,,,,,,0.147,,0.003,,,0.15,,,0.01,,117.6,33.15,,,7.67,,,,,,8.16
627,2004-04-01T09:06:00,470300,104550,ESTUARINE WATER,0.005,,,,,,0.284,,0.003,,,0.287,,,0.011,,119.4,32.8,,,7.99,,,,,,8.18
628,2004-04-01T09:17:00,470600,103800,ESTUARINE WATER,0.005,,,,,,0.189,,0.003,,,0.192,,,0.009000000000000001,,117.3,33.44,,,7.5,,,,,,8.14
629,2004-04-02T11:17:00,470680,105280,FINAL SEWAGE EFFLUENT,25.2,,16.9,,,,0.9,,0.1,,,1.0,,,3.49,,,,,,12.68,,,,,,7.26
630,2004-04-06T09:45:00,470680,105280,FINAL SEWAGE EFFLUENT,,,19.77,,,,,,,,,,,,,,,,,,,,,,,,
631,2004-04-14T10:54:00,470680,105280,FINAL SEWAGE EFFLUENT,32.0,,11.0,,,,0.9,,0.1,,,1.0,,,3.87,,,,,,14.89,,,,,,7.51
632,2004-04-14T11:33:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,2.1,,,,2.0,,0.0259,,,2.03,,,0.106,17.5,160.5,,,,11.47,,,,,,9.02
633,2004-04-14T13:41:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.1,,,,5.82,,0.008,,,5.83,,,0.04,13.4,127.6,,,,12.96,,,,,,8.15
634,2004-04-20T09:12:00,470680,105280,FINAL SEWAGE EFFLUENT,21.2,,9.0,,,,0.9,,0.1,,,1.0,,,2.62,,,,,,13.56,,,,,,7.14
635,2004-04-27T11:10:00,470680,105280,FINAL SEWAGE EFFLUENT,,,20.79,,,,,,,,,,,,,,,,,,,,,,,,
636,2004-04-28T11:18:00,470680,105280,FINAL SEWAGE EFFLUENT,29.4,,9.7,,,,0.9,,0.1,,,1.0,,,2.37,,,,,,15.53,,,,,,7.28
637,2004-05-05T12:41:00,470680,105280,FINAL SEWAGE EFFLUENT,12.4,,5.1,,,,0.78,,0.22,,,1.0,,,0.5,,,,,,13.09,,,,,,7.35
638,2004-05-13T16:00:00,464200,96000,SEA WATER,0.005,,,,,,0.061,,0.003,,,0.064,,,0.012,,109.0,34.73,,,12.27,,,,,,8.13
639,2004-05-14T08:21:00,468670,99700,ESTUARINE WATER,0.023,,,,,,0.113,,0.003,,,0.116,,,0.013,,106.0,34.39,,,12.32,,,,,,8.14
640,2004-05-14T08:27:00,469000,101200,ESTUARINE WATER,0.005,,,,,,0.068,,0.003,,,0.071,,,0.014,,103.8,34.38,,,12.56,,,,,,8.16
641,2004-05-14T08:46:00,468380,101980,ESTUARINE WATER,0.005,,,,,,0.065,,0.003,,,0.068,,,0.013,,107.4,34.38,,,12.47,,,,,,8.16
642,2004-05-14T09:08:00,467500,104000,ESTUARINE WATER,0.005,,,,,,0.059,,0.003,,,0.062,,,0.011,,108.5,34.3,,,12.93,,,,,,8.18
643,2004-05-14T09:30:00,470300,102000,ESTUARINE WATER,0.005,,,,,,0.07400000000000001,,0.003,,,0.077,,,0.015,,108.5,34.19,,,13.14,,,,,,8.19
644,2004-05-14T09:44:00,471800,104300,ESTUARINE WATER,0.005,,,,,,0.092,,0.003,,,0.095,,,0.013,,115.8,33.66,,,13.81,,,,,,8.21
645,2004-05-14T09:54:00,470300,104550,ESTUARINE WATER,0.005,,,,,,0.101,,0.003,,,0.104,,,0.014,,108.9,33.86,,,13.57,,,,,,8.19
646,2004-05-14T10:03:00,470600,103800,ESTUARINE WATER,0.005,,,,,,0.086,,0.003,,,0.08900000000000001,,,0.012,,113.7,33.87,,,13.59,,,,,,8.19
647,2004-05-15T08:25:00,470680,105280,FINAL SEWAGE EFFLUENT,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,
648,2004-05-17T09:36:00,470680,105280,FINAL SEWAGE EFFLUENT,36.0,,11.0,,,,0.9,,0.1,,,1.0,,,3.43,,,,,,17.91,,,,,,7.37
649,2004-05-18T10:50:00,474130,85280,SEA WATER,0.023,,,,,,0.004,,0.003,,,0.006999999999999999,,,0.003,,112.3,34.52,,,13.98,,,,,,8.0
650,2004-05-18T11:15:00,483000,85500,SEA WATER,0.024,,,,,,0.002,,0.003,,,0.005,,,0.003,,117.3,34.31,,,14.31,,,,,,8.0
651,2004-05-20T13:05:00,470680,105280,FINAL SEWAGE EFFLUENT,33.7,,6.1,,,,0.9,,0.1,,,1.0,,,2.17,,,,,,18.05,,,,,,7.39
652,2004-05-27T11:00:00,470680,105280,FINAL SEWAGE EFFLUENT,38.5,,8.3,,,,0.9,,0.1,,,1.0,,,2.5,,,,,,17.65,,,,,,7.45
653,2004-05-27T11:26:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,3.2,,,,2.62,,0.111,,,2.73,,,0.229,18.6,184.7,,,,14.85,,,,,,8.82
654,2004-05-27T13:30:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.0,,,,6.13,,0.008,,,6.14,,,0.02,11.1,103.1,,,,11.95,,,,,,7.69
655,2004-05-28T10:00:00,470680,105280,FINAL SEWAGE EFFLUENT,,,12.45,,,,,,,,,,,,,,,,,,,,,,,,
656,2004-06-04T13:59:00,470680,105280,FINAL SEWAGE EFFLUENT,38.6,,6.6,,,,0.894,,0.106,,,1.0,,,2.89,,,,,,19.14,,,,,,7.5
657,2004-06-15T09:55:00,470680,105280,FINAL SEWAGE EFFLUENT,,,13.65,,,,,,,,,,,,,,,,,,,,,,,,
658,2004-06-17T09:11:00,470680,105280,FINAL SEWAGE EFFLUENT,40.1,,10.6,,,,0.9,,0.1,,,1.0,,,2.23,,,,,,18.95,,,,,,7.27
659,2004-06-25T09:30:00,470680,105280,FINAL SEWAGE EFFLUENT,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,
660,2004-06-25T12:54:00,470680,105280,FINAL SEWAGE EFFLUENT,36.4,,4.5,,,,0.9,,0.1,,,1.0,,,2.6,,,,,,18.89,,,,,,7.39
661,2004-06-28T07:18:00,468670,99700,ESTUARINE WATER,0.02,,,,,,0.003,,0.003,,,0.006,,,0.003,,95.5,33.82,,,16.72,,,,,,8.05
662,2004-06-28T07:28:00,469000,101200,ESTUARINE WATER,0.005,,,,,,0.002,,0.003,,,0.005,,,0.003,,94.0,34.35,,,16.8,,,,,,8.1
663,2004-06-28T07:34:00,468380,101980,ESTUARINE WATER,0.006999999999999999,,,,,,0.026,,0.003,,,0.029,,,0.005,,95.6,34.34,,,16.7,,,,,,8.1
664,2004-06-28T07:54:00,467500,104000,ESTUARINE WATER,0.005,,,,,,0.002,,0.003,,,0.005,,,0.004,,96.9,34.36,,,16.78,,,,,,8.1
665,2004-06-28T08:21:00,470300,102000,ESTUARINE WATER,0.005,,,,,,0.006,,0.003,,,0.009000000000000001,,,0.004,,95.9,34.34,,,16.72,,,,,,8.1
666,2004-06-28T08:36:00,471800,104300,ESTUARINE WATER,0.005,,,,,,0.031,,0.003,,,0.034,,,0.005,,92.8,33.88,,,17.53,,,,,,8.09
667,2004-06-28T08:47:00,470300,104550,ESTUARINE WATER,0.005,,,,,,0.036000000000000004,,0.003,,,0.039,,,0.005,,88.4,33.83,,,17.38,,,,,,8.09
668,2004-06-28T08:58:00,470600,103800,ESTUARINE WATER,0.005,,,,,,0.018000000000000002,,0.003,,,0.021,,,0.004,,87.3,33.95,,,17.5,,,,,,8.09
669,2004-06-29T10:09:00,470680,105280,FINAL SEWAGE EFFLUENT,35.8,,10.5,,,,0.9,,0.1,,,1.0,,,2.15,,,,,,19.32,,,,,,7.87
670,2004-06-29T10:15:00,464200,96000,SEA WATER,0.005,,,,,,0.002,,0.003,,,0.005,,,0.003,,99.1,34.51,,,16.68,,,,,,8.2
671,2004-06-29T10:19:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,1.4,,,,2.51,,0.0269,,,2.54,,,0.219,16.1,162.3,,,,15.6,,,,,,8.65
672,2004-06-29T11:28:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.0,,,,5.74,,0.008,,,5.75,,,0.02,12.4,120.4,,,,13.93,,,,,,8.03
673,2004-07-05T13:03:00,474130,85280,SEA WATER,0.01,,,,,,0.085,,0.003,,,0.08800000000000001,,,0.019,,97.5,34.4,,,16.46,,,,,,8.1
674,2004-07-05T15:10:00,483000,85500,SEA WATER,0.013,,,,,,0.003,,0.003,,,0.006,,,0.004,,98.5,34.15,,,16.71,,,,,,8.1
675,2004-07-07T12:15:00,470680,105280,FINAL SEWAGE EFFLUENT,34.7,,11.1,,,,0.84,,0.16,,,1.0,,,2.76,,,,,,16.74,,,,,,7.53
676,2004-07-07T14:15:00,470680,105280,FINAL SEWAGE EFFLUENT,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,
677,2004-07-12T07:30:00,468670,99700,ESTUARINE WATER,0.027000000000000003,,,,,,0.015,,0.003,,,0.018000000000000002,,,0.005,,94.1,34.51,,,16.46,,,,,,8.01
678,2004-07-12T07:38:00,469000,101200,ESTUARINE WATER,0.022,,,,,,0.009000000000000001,,0.003,,,0.012,,,0.004,,97.1,34.49,,,16.5,,,,,,8.09
679,2004-07-12T07:45:00,468380,101980,ESTUARINE WATER,0.028,,,,,,0.013,,0.003,,,0.016,,,0.005,,94.7,34.52,,,16.47,,,,,,8.07
680,2004-07-12T08:04:00,467500,104000,ESTUARINE WATER,0.051,,,,,,0.07,,0.003,,,0.073,,,0.005,,98.5,34.41,,,16.63,,,,,,8.1
681,2004-07-12T08:21:00,470300,102000,ESTUARINE WATER,0.022,,,,,,0.013,,0.003,,,0.016,,,0.003,,96.9,34.5,,,16.46,,,,,,8.09
682,2004-07-12T08:31:00,471800,104300,ESTUARINE WATER,0.005,,,,,,0.066,,0.003,,,0.069,,,0.003,,99.4,33.46,,,16.29,,,,,,8.13
683,2004-07-12T08:38:00,470300,104550,ESTUARINE WATER,0.005,,,,,,0.024,,0.003,,,0.027000000000000003,,,0.003,,99.5,33.9,,,16.57,,,,,,8.13
684,2004-07-12T08:46:00,470600,103800,ESTUARINE WATER,0.005,,,,,,0.014,,0.003,,,0.017,,,0.003,,100.0,34.17,,,16.58,,,,,,8.12
685,2004-07-15T11:15:00,470680,105280,FINAL SEWAGE EFFLUENT,,,15.29,,,,,,,,,,,,,,,,,,,,,,,,
686,2004-07-20T10:39:00,483000,85500,SEA WATER,0.036000000000000004,,,,,,0.021,,0.003,,,0.024,,,0.003,,92.2,34.65,,,17.61,,,,,,8.2
687,2004-07-20T11:27:00,474130,85280,SEA WATER,0.015,,,,,,0.027000000000000003,,0.003,,,0.03,,,0.003,,95.4,34.2,,,17.82,,,,,,8.2
688,2004-07-22T13:29:00,464200,96000,SEA WATER,0.005,,,,,,0.01,,0.003,,,0.013,,,0.005,,106.4,34.04,,,18.16,,,,,,8.02
689,2004-07-23T09:07:00,470680,105280,FINAL SEWAGE EFFLUENT,38.4,,12.1,,,,0.9,,0.1,,,1.0,,,3.71,,,,,,19.97,,,,,,7.35
690,2004-07-26T09:50:00,470680,105280,FINAL SEWAGE EFFLUENT,40.3,,8.6,,,,0.86,,0.14,,,1.0,,,1.67,,,,,,19.69,,,,,,7.73
691,2004-07-26T10:02:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.039,,2.2,,,,1.44,,0.14,,,1.58,,,0.21,20.5,216.0,,,,17.72,,,,,,8.93
692,2004-07-26T11:14:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.0,,,,5.41,,0.004,,,5.41,,,0.02,11.1,104.6,,,,12.45,,,,,,8.29
693,2004-07-30T11:39:00,470680,105280,FINAL SEWAGE EFFLUENT,36.3,,7.8,,,,0.87,,0.13,,,1.0,,,1.31,,,,,,20.66,,,,,,7.45
694,2004-08-03T12:26:00,470680,105280,FINAL SEWAGE EFFLUENT,41.2,,8.6,,,,0.9,,0.1,,,1.0,,,1.97,,,,,,22.37,,,,,,7.49
695,2004-08-06T10:15:00,470680,105280,FINAL SEWAGE EFFLUENT,,,12.3,,,,,,,,,,,,,,,,,,,,,,,,
696,2004-08-11T08:10:00,468670,99700,ESTUARINE WATER,0.047,,,,,,0.003,,0.003,,,0.006,,,0.003,,100.5,34.65,,,20.38,,,,,,8.11
697,2004-08-11T08:17:00,469000,101200,ESTUARINE WATER,0.052000000000000005,,,,,,0.002,,0.003,,,0.005,,,0.003,,100.5,34.67,,,20.36,,,,,,8.11
698,2004-08-11T08:24:00,468380,101980,ESTUARINE WATER,0.049,,,,,,0.002,,0.003,,,0.005,,,0.003,,101.3,34.65,,,20.23,,,,,,8.1
699,2004-08-11T08:43:00,467500,104000,ESTUARINE WATER,0.05,,,,,,0.005,,0.003,,,0.008,,,0.003,,96.3,34.35,,,21.23,,,,,,8.16
700,2004-08-11T09:06:00,470300,102000,ESTUARINE WATER,0.048,,,,,,0.002,,0.003,,,0.005,,,0.003,,98.4,34.62,,,20.54,,,,,,8.11
701,2004-08-11T09:14:00,471800,104300,ESTUARINE WATER,0.053,,,,,,0.041,,0.003,,,0.044,,,0.033,,96.2,34.26,,,21.35,,,,,,8.12
702,2004-08-11T09:26:00,470300,104550,ESTUARINE WATER,0.048,,,,,,0.002,,0.003,,,0.005,,,0.003,,112.3,33.99,,,22.09,,,,,,8.25
703,2004-08-11T09:33:00,470600,103800,ESTUARINE WATER,0.049,,,,,,0.003,,0.003,,,0.006,,,0.003,,94.7,34.24,,,21.42,,,,,,8.13
704,2004-08-11T16:29:00,464200,96000,SEA WATER,0.054000000000000006,,,,,,0.041,,0.003,,,0.044,,,0.063,,92.2,34.92,,,19.99,,,,,,8.1
705,2004-08-18T10:29:00,470680,105280,FINAL SEWAGE EFFLUENT,36.5,,8.2,,,,0.87,,0.13,,,1.0,,,1.7,,,,,,20.5,,,,,,7.7
706,2004-08-18T10:45:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.097,,6.3,,,,1.52,,0.0414,,,1.56,,,0.187,8.89,94.7,,,,18.27,,,,,,8.03
707,2004-08-18T12:40:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.9,,,,4.64,,0.0111,,,4.65,,,0.046,12.3,126.0,,,,16.22,,,,,,8.35
708,2004-08-25T09:05:00,474130,85280,SEA WATER,0.005,,,,,,0.002,,0.003,,,0.005,,,0.009000000000000001,,97.4,34.24,,,19.04,,,,,,7.99
709,2004-08-25T09:45:00,483000,85500,SEA WATER,0.005,,,,,,0.002,,0.003,,,0.005,,,0.009000000000000001,,98.0,34.4,,,18.87,,,,,,7.99
710,2004-08-26T08:07:00,468670,99700,ESTUARINE WATER,0.005,,,,,,0.025,,0.025,,,0.05,,,0.067,,95.6,34.54,,,18.74,,,,,,7.92
711,2004-08-26T08:16:00,469000,101200,ESTUARINE WATER,0.005,,,,,,0.025,,0.025,,,0.05,,,0.067,,94.7,34.52,,,18.5,,,,,,7.98
712,2004-08-26T08:25:00,468380,101980,ESTUARINE WATER,0.005,,,,,,0.025,,0.003,,,0.028,,,0.005,,93.6,34.56,,,18.77,,,,,,7.95
713,2004-08-26T08:55:00,467500,104000,ESTUARINE WATER,0.005,,,,,,0.038,,0.004,,,0.042,,,0.006,,91.8,35.45,,,18.68,,,,,,7.97
